age_from,age_to,node,knn_stability
4,5,I20-I25,0.42857142857142855
4,5,B99-B99,0.08695652173913043
4,5,J85-J86,0.3888888888888889
4,5,D37-D48,0.35135135135135137
4,5,I00-I02,0.06382978723404255
4,5,L80-L99,0.3888888888888889
4,5,I10-I15,0.5151515151515151
4,5,G30-G32,0.3157894736842105
4,5,I05-I09,0.42857142857142855
4,5,H60-H62,0.47058823529411764
4,5,B00-B09,0.08695652173913043
4,5,F50-F59,0.3888888888888889
4,5,G50-G59,0.47058823529411764
4,5,H43-H45,0.6666666666666666
4,5,E20-E36,0.5151515151515151
4,5,I30-I52,0.5625
4,5,G10-G14,0.06382978723404255
4,5,F90-F98,0.16279069767441862
4,5,G20-G26,0.5625
4,5,H53-H54,0.47058823529411764
4,5,N80-N98,0.08695652173913043
4,5,G70-G73,0.06382978723404255
4,5,G40-G47,0.6129032258064516
4,5,J40-J47,0.3888888888888889
4,5,N60-N64,0.19047619047619047
4,5,G90-G99,0.35135135135135137
4,5,A75-A79,0.13636363636363635
5,6,N99-N99,0.06382978723404255
5,6,B50-B64,0.08695652173913043
5,6,B95-B98,0.5625
5,6,A15-A19,0.5151515151515151
5,6,K50-K52,0.6129032258064516
5,6,N10-N16,0.42857142857142855
5,6,M95-M99,0.5151515151515151
5,6,E70-E90,0.42857142857142855
5,6,I60-I69,0.28205128205128205
5,6,L00-L08,0.47058823529411764
5,6,E10-E14,0.5151515151515151
5,6,A65-A69,0.42857142857142855
5,6,G35-G37,0.3888888888888889
5,6,H55-H59,0.08695652173913043
5,6,B20-B24,0.06382978723404255
5,6,H65-H75,0.47058823529411764
5,6,A50-A64,0.16279069767441862
5,6,J00-J06,0.42857142857142855
5,6,K35-K38,0.42857142857142855
5,6,C00-C97,0.3157894736842105
5,6,E40-E46,0.08695652173913043
5,6,F10-F19,0.42857142857142855
5,6,J80-J84,0.6666666666666666
5,6,N30-N39,0.3157894736842105
5,6,N25-N29,0.3888888888888889
5,6,D50-D53,0.5151515151515151
5,6,G00-G09,0.3888888888888889
5,6,B85-B89,0.1111111111111111
5,6,D10-D36,0.5625
5,6,L50-L54,0.3888888888888889
5,6,D55-D59,0.13636363636363635
5,6,F60-F69,0.6129032258064516
5,6,D80-D89,0.47058823529411764
5,6,I70-I79,0.47058823529411764
5,6,K80-K87,0.47058823529411764
5,6,L40-L45,0.42857142857142855
5,6,G80-G83,0.5151515151515151
5,6,J20-J22,0.42857142857142855
5,6,K40-K46,0.6129032258064516
5,6,B65-B83,0.16279069767441862
5,6,F80-F89,0.1111111111111111
5,6,F40-F48,0.5625
5,6,I95-I99,0.42857142857142855
5,6,J90-J94,0.47058823529411764
5,6,F70-F79,0.5625
5,6,J30-J39,0.5151515151515151
5,6,N40-N51,0.25
5,6,J95-J99,0.47058823529411764
5,6,M60-M79,0.3888888888888889
5,6,H46-H48,0.041666666666666664
5,6,H15-H22,0.5151515151515151
5,6,F30-F39,0.5625
5,6,H80-H83,0.47058823529411764
5,6,N70-N77,0.1111111111111111
5,6,K55-K64,0.6129032258064516
5,6,M40-M54,0.6666666666666666
5,6,I26-I28,0.5625
5,6,E65-E68,0.42857142857142855
5,6,B15-B19,0.35135135135135137
5,6,N00-N08,0.47058823529411764
5,6,J09-J18,0.42857142857142855
5,6,M80-M94,0.35135135135135137
5,6,F99-F99,0.16279069767441862
5,6,D65-D69,0.47058823529411764
5,6,A30-A49,0.47058823529411764
5,6,B25-B34,0.25
5,6,K65-K67,0.47058823529411764
5,6,F00-F09,0.5151515151515151
5,6,L55-L59,0.08695652173913043
5,6,A70-A74,0.08695652173913043
5,6,K20-K31,0.5151515151515151
5,6,D70-D77,0.5625
5,6,H90-H95,0.42857142857142855
5,6,K90-K93,0.6666666666666666
5,6,B90-B94,0.16279069767441862
